passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,wyId,foot,shortName,currentNationalTeamId
Jamaica,62,Nathan,,Dyer,10531,1987-11-29,167,Midfielder,England,77552,right,N. Dyer,null
England,73,Adam,,Lallana,1612,1988-05-10,172,Midfielder,England,8140,right,A. Lallana,null
England,83,Lee,,Grant,1611,1983-01-27,193,Goalkeeper,England,8935,right,L. Grant,null
England,79,Dan,,Gosling,1659,1990-02-02,183,Midfielder,England,7989,right,D. Gosling,null
Ireland Republic,79,Jonathan ,,Walters,1634,1983-09-20,183,Forward,England,8752,right,J. Walters,null
Wales,92,Glyn Oliver,,Myhill,1627,1982-11-09,191,Goalkeeper,United States,8096,right,G. Myhill,null
Ireland Republic,89,Damien,,Delaney,8153,1981-07-20,191,Defender,Ireland Republic,8583,left,D. Delaney,null
England,72,Dean,,Marney,1882,1984-01-31,183,Midfielder,England,8947,right,D. Marney,null
Italy,87,Juli\u00e1n,,Speroni,1628,1979-05-18,186,Goalkeeper,Argentina,8391,right,J. Speroni,null
England,69,Ben,,Watson,1642,1985-07-09,178,Midfielder,England,8627,right,B. Watson,null
Spain,80,Jay,,Rodriguez,1627,1989-07-29,185,Forward,England,8958,right,J. Rodriguez,null
Latvia,78,Adam,,Legzdins,1646,1986-11-28,183,Goalkeeper,England,8963,right,A. Legzdins,null
Scotland,78,Martin,,Cranie,1636,1986-09-26,183,Defender,England,8761,right,M. Cranie,null
Cameroon,91,Jean-Eric Maxim,,Choupo-Moting,3767,1989-03-23,191,Forward,Germany,15198,both,E. Choupo-Moting,null
Wales,76,Ryan,,Shawcross,1639,1987-10-04,191,Defender,England,8731,right,R. Shawcross,null
Portugal,84,David Luiz,,Moreira Marinho,1610,1987-04-22,189,Defender,Brazil,7892,right,David Luiz,null
Portugal,88,Eduardo,,dos Reis Carvalho,24,1982-09-19,187,Goalkeeper,Portugal,70106,right,Eduardo,null
Netherlands,88,Erwin,,Mulder,10531,1989-03-03,193,Goalkeeper,Netherlands,128,right,E. Mulder,null
Spain,75,Bruno,,Saltor Grau,1651,1980-10-01,181,Defender,Spain,3278,right,Bruno Saltor,null
Spain,63,Juan Manuel,,Mata Garc\u00eda,1611,1988-04-28,170,Midfielder,Spain,7906,left,Juan Mata,null
Canada,70,Scott,,Arfield,8509,1988-11-01,178,Midfielder,Scotland,11294,right,S. Arfield,null
Jamaica,80,Danny,,Simpson,1631,1987-01-04,176,Defender,England,149019,right,D. Simpson,null
Ghana,72,Andr\u00e9,,Ayew Pel\u00e9,4487,1989-12-17,176,Forward,France,25572,left,A. Ayew,null
England,69,Jack,,Cork,1646,1989-06-25,185,Midfielder,England,8125,right,J. Cork,null
England,85,Ryan,,Bertrand,1619,1989-08-05,179,Defender,England,7885,left,R. Bertrand,null
Spain,91,Vicente,,Iborra De La Fuente,1631,1988-01-16,190,Midfielder,Spain,3928,right,Vicente Iborra,null
Ireland Republic,73,Kyle,,Naughton,10531,1988-11-11,180,Defender,England,8336,right,K. Naughton,null
England,74,James,,Tomkins,1628,1989-03-29,192,Defender,England,8554,right,J. Tomkins,null
England,81,Jordon,,Mutch,15015,1991-12-02,188,Midfielder,England,8111,right,J. Mutch,null
Cura\u00e7ao,79,Leroy,,Fer,10531,1990-01-05,188,Midfielder,Netherlands,262,right,L. Fer,null
England,78,Scott,,Dann,1628,1987-02-14,195,Defender,England,8186,right,S. Dann,null
England,70,Kieran ,,Gibbs,1627,1989-09-26,181,Defender,England,7853,left,K. Gibbs,null
Korea Republic,69,Chung-Yong,,Lee,2448,1988-07-02,180,Midfielder,Korea Republic,8049,right,Lee Chung-Yong,null
United States,84,Geoff,,Cameron,1650,1985-07-11,191,Defender,United States,58978,right,G. Cameron,null
Canada,101,Asmir,,Begovi\u0107,1659,1987-06-20,199,Goalkeeper,Bosnia-Herzegovina,8726,right,A. Begovi\u0107,10001
France,75,Morgan,,Schneiderlin,1623,1989-11-08,185,Midfielder,France,8143,right,M. Schneiderlin,null
Austria,73,Markus,,Suttner,1651,1987-04-16,179,Defender,Austria,64966,left,M. Suttner,null
England,76,Ashley,,Barnes,1646,1989-10-30,186,Forward,England,9123,right,A. Barnes,null
Mali,90,Bakary,,Sako,1627,1988-04-26,184,Midfielder,France,25865,left,B. Sako,null
Gabon,80,Pierre-Emerick,,Aubameyang,1609,1989-06-18,187,Forward,France,25867,right,P. Aubameyang,19062
Poland,75,Laurent,,Koscielny,1609,1985-09-10,186,Defender,France,7855,right,L. Koscielny,null
Guadeloupe,87,Etienne,,Capoue,1644,1988-07-11,190,Midfielder,France,25798,right,E. Capoue,null
Suriname,72,Rajiv,,van La Parra,1673,1991-06-04,181,Midfielder,Netherlands,173,right,R. van La Parra,null
Armenia,75,Henrikh,,Mkhitaryan,1609,1989-01-21,177,Midfielder,Armenia,105338,right,H. Mkhitaryan,14947
France,69,J\u00e9r\u00e9my,,Pied,3776,1989-02-23,173,Defender,France,25415,right,J. Pied,null
Cameroon,80,Allan-Romeo,,Nyom,712,1988-05-10,189,Defender,France,5281,right,A. Nyom,null
Jamaica,71,Jason,,Puncheon,1628,1986-06-26,173,Midfielder,England,8142,left,J. Puncheon,null
Wales,83,Hal,,Robson-Kanu,1627,1989-05-21,183,Forward,England,8686,left,H. Robson-Kanu,null
Scotland,64,James,,McArthur,1628,1987-10-07,178,Midfielder,Scotland,8623,right,J. McArthur,null
Ireland Republic,72,James,,McCarthy,1623,1990-11-12,180,Midfielder,Scotland,8624,right,J. McCarthy,null
Jamaica,101,Wes,,Morgan,1631,1984-01-21,186,Defender,England,8488,right,W. Morgan,null
Spain,82,\u00c0ngel,,Rangel Zaragoza,1650,1982-10-28,180,Defender,Spain,77541,right,\u00c0ngel Rangel,null
Finland,85,Niki,,M\u00e4enp\u00e4\u00e4,1655,1985-01-23,190,Goalkeeper,Finland,71,right,N. M\u00e4enp\u00e4\u00e4,null
England,78,Ben,,Hamer,1673,1987-11-20,193,Goalkeeper,England,8066,right,B. Hamer,null
England,72,Marc,,Pugh,1659,1987-04-02,180,Midfielder,England,9293,right,M. Pugh,null
Scotland,75,Matt,,Phillips,1627,1991-03-13,185,Midfielder,England,9414,right,M. Phillips,8664
England,84,Glenn,,Murray,1651,1983-09-25,185,Forward,England,8416,right,G. Murray,null
England,76,Jake,,Livermore,1627,1989-11-14,181,Midfielder,England,8285,right,J. Livermore,null
England,67,Sam,,Baldock,1637,1989-03-15,170,Forward,England,8566,right,S. Baldock,null
England,71,Dale,,Stephens,1651,1989-12-12,185,Midfielder,England,8086,right,D. Stephens,null
England,90,Simon,,Francis,1659,1985-02-16,191,Defender,England,9279,right,S. Francis,null
England,66,Aaron,,Cresswell,1633,1989-12-15,170,Defender,England,8582,left,A. Cresswell,null
Jamaica,90,Troy,,Deeney,1644,1988-06-29,183,Forward,England,8903,right,T. Deeney,null
England,83,Jonjo,,Shelvey,1613,1992-02-27,184,Midfielder,England,7967,right,J. Shelvey,null
Belgium,83,Christian,,Benteke Liolo,1628,1990-12-03,190,Forward,Congo DR,38031,right,C. Benteke,null
Kenya,87,Victor,,Wanyama,1624,1991-06-25,184,Midfielder,Kenya,61967,right,V. Wanyama,18402
England,86,Matty,,James,1631,1991-07-22,181,Midfielder,England,192748,right,M. James,null
Germany,63,Chris,,L\u00f6we,1673,1989-04-16,173,Defender,Germany,14796,left,C. L\u00f6we,null
United States,76,Daniel,,Williams,1673,1989-03-08,182,Midfielder,Germany,15823,right,D. Williams,null
Poland,80,Tomer,,Hemed,1650,1987-05-02,186,Forward,Israel,3657,right,T. Hemed,13382
Cura\u00e7ao,77,Rhu-endly,,Martina,1639,1989-09-25,185,Defender,Netherlands,340,right,Cuco Martina,18138
Senegal,80,Mohamed,,Diam\u00e9,1613,1987-06-14,185,Midfielder,France,8620,right,M. Diam\u00e9,null
Venezuela,85,Jos\u00e9 Salom\u00f3n,,Rond\u00f3n Gim\u00e9nez,1613,1989-09-16,186,Forward,Venezuela,3577,right,S. Rond\u00f3n,15757
Argentina,89,Jos\u00e9 Leonardo,,Ulloa,15413,1986-07-26,185,Forward,Argentina,4255,right,L. Ulloa,null
Spain,61,Francisco,,Femen\u00eda Far,1644,1991-02-02,174,Defender,Spain,3351,right,Kiko Femen\u00eda,null
Netherlands,80,Daryl,,Janmaat,1644,1989-07-22,185,Defender,Netherlands,160,right,D. Janmaat,null
C\u00f4te d'Ivoire,90,Wilfried Guemiand,,Bony,10531,1988-12-10,182,Forward,C\u00f4te d'Ivoire,471,right,W. Bony,null
Spain,80,Adri\u00e1n,,San Miguel del Castillo,1633,1987-01-03,190,Goalkeeper,Spain,3582,right,Adri\u00e1n,null
England,75,Charlie,,Daniels,1659,1986-09-07,178,Defender,England,9285,left,C. Daniels,null
Israel,74,Beram,,Kayal,1651,1988-05-02,178,Midfielder,Israel,61961,right,B. Kayal,13382
England,68,Jack,,Wilshere,1633,1992-01-01,172,Midfielder,England,7873,left,J. Wilshere,null
England,77,Martin,,Kelly,1628,1990-04-27,191,Defender,England,7958,right,M. Kelly,null
Spain,62,Pedro Eliezer,,Rodr\u00edguez Ledesma,1610,1987-07-28,167,Forward,Spain,3360,right,Pedro,null
Italy,83,Federico,,Fern\u00e1ndez,1613,1989-02-21,190,Defender,Argentina,21164,right,F. Fern\u00e1ndez,null
Scotland,71,Matt,,Ritchie,1613,1989-09-10,173,Midfielder,England,9227,left,M. Ritchie,null
England,83,Joel,,Ward,1628,1989-10-29,188,Defender,England,8221,right,J. Ward,null
Grenada,67,Nathaniel,,Clyne,1612,1991-04-05,175,Defender,England,8392,right,N. Clyne,null
Suriname,75,Luciano,,Narsingh,10531,1990-09-13,175,Midfielder,Netherlands,179,right,L. Narsingh,null
England,67,Ashley,,Westwood,1646,1990-04-01,170,Midfielder,England,8925,right,A. Westwood,null
Belgium,84,Eliaquim,,Mangala,1625,1991-02-13,188,Defender,France,70085,left,E. Mangala,null
Suriname,81,Marvin ,,Zeegelaar,1644,1990-08-12,186,Defender,Netherlands,189821,left,M. Zeegelaar,null
St. Lucia,76,Junior,,Stanislas,1659,1989-11-26,183,Midfielder,England,8959,right,J. Stanislas,null
Netherlands,72,Daley,,Blind,9,1990-03-09,180,Defender,Netherlands,38,left,D. Blind,664
Argentina,80,Faustino Marcos Alberto,,Rojo,1611,1990-03-20,187,Defender,Argentina,101652,left,M. Rojo,null
England,67,Tom,,Cleverley,1644,1989-08-12,175,Midfielder,England,7929,right,T. Cleverley,null
England,84,Yannick,,Bolasie Yala,1614,1989-05-24,185,Midfielder,France,9194,right,Y. Bolasie,null
Spain,73,Ander,,Herrera Ag\u00fcera,1611,1989-08-14,182,Midfielder,Spain,3413,right,Ander Herrera,null
Jamaica,82,Michail,,Antonio,1633,1990-03-28,180,Forward,England,8677,right,M. Antonio,null
England,74,Marc,,Albrighton,1631,1989-11-18,175,Midfielder,England,8013,right,M. Albrighton,null
England,77,Andros,,Townsend,1628,1991-07-16,181,Midfielder,England,8471,left,A. Townsend,null
New Zealand,95,Chris,,Wood,1646,1991-12-07,191,Forward,New Zealand,9206,right,C. Wood,10522
England,75,Scott,,Malone,1647,1991-03-25,189,Defender,England,9280,left,S. Malone,null
Germany,78,Pascal,,Gro\u00df,1651,1991-06-15,181,Midfielder,Germany,15526,right,P. Gro\u00df,null
Spain,80,Jos\u00e9 Luis,,Sanmart\u00edn Mato,1613,1990-03-27,192,Forward,Germany,3327,right,Joselu,null
England,81,Chris,,Smalling,1611,1989-11-22,193,Defender,England,7922,right,C. Smalling,null
Argentina,80,Erik,,Lamela,1624,1992-03-04,181,Midfielder,Argentina,20441,left,E. Lamela,12274
Jamaica,78,Andre,,Gray,1644,1991-06-26,180,Forward,England,10663,right,A. Gray,null
England,78,Matthew,,Lowton,1646,1989-06-09,180,Defender,England,8643,right,M. Lowton,null
Netherlands,72,Davy,,Pr\u00f6pper,1651,1991-09-02,185,Midfielder,Netherlands,466,right,D. Pr\u00f6pper,null
Guadeloupe,73,Alexandre,,Lacazette,1609,1991-05-28,175,Forward,France,25413,right,A. Lacazette,null
Cura\u00e7ao,67,Patrick ,,van Aanholt,1628,1990-08-29,175,Defender,Netherlands,454,left,P. van Aanholt,664
England,78,Adam,,Smith,1659,1991-04-29,180,Defender,England,8460,right,A. Smith,null
England,85,Craig,,Dawson,1627,1990-05-06,189,Defender,England,8360,right,C. Dawson,null
Ireland Republic,66,Callum,,Wilson,1659,1992-02-27,180,Forward,England,11669,right,C. Wilson,2413
England,73,Jonathan,,Hogg,1673,1988-12-06,177,Midfielder,England,8897,right,J. Hogg,null
Algeria,83,Islam,,Slimani,4487,1988-06-18,188,Forward,Algeria,119630,right,I. Slimani,16009
England,70,Danny,,Drinkwater,1610,1990-03-05,177,Midfielder,England,8495,right,D. Drinkwater,null
Belgium,90,Laurent,,Depoitre,1673,1988-12-07,191,Forward,Belgium,38377,right,L. Depoitre,null
Gambia,74,Joshua,,King,1659,1992-01-15,180,Forward,Norway,9637,right,J. King,7336
England,75,Sam,,Clucas,1639,1990-09-25,178,Midfielder,England,10252,left,S. Clucas,null
Poland,84,Grzegorz,,Krychowiak,13887,1990-01-29,187,Midfielder,Poland,25537,right,G. Krychowiak,null
Ghana,81,Jordan,,Ayew,1628,1991-09-11,182,Forward,France,25571,right,J. Ayew,null
Spain,90,Joel,,Robles Bl\u00e1zquez,684,1990-06-17,195,Goalkeeper,Spain,4320,right,Joel Robles,null
Senegal,68,Pape ,,N'Diaye Souar\u00e9,1628,1990-06-06,178,Defender,Senegal,25703,left,P. Souar\u00e9,null
England,73,Luke,,Garbutt,1683,1993-05-21,178,Defender,England,9939,left,L. Garbutt,null
Albania,82,Shkodran,,Mustafi,1609,1992-04-17,184,Defender,Germany,20612,right,S. Mustafi,null
Spain,83,Oriol,,Romeu Vidal,1619,1991-09-24,183,Midfielder,Spain,7899,right,Oriol Romeu,null
England,74,Ben,,Mee,1646,1989-09-21,180,Defender,England,8944,left,B. Mee,null
England,84,Charlie,,Austin,1619,1989-07-05,188,Forward,England,8953,right,C. Austin,null
Cameroon,90,Jo\u00ebl Andre,,Job Matip,1612,1991-08-08,195,Defender,Germany,14870,right,J. Matip,null
Netherlands,80,Bruno,,Martins Indi,1639,1992-02-08,185,Defender,Portugal,134,left,B. Martins Indi,null
Germany,82,Christopher,,Schindler,1673,1990-04-29,189,Defender,Germany,15215,right,C. Schindler,null
Jamaica,94,Kyle,,Bartley,1627,1991-05-22,194,Defender,England,61979,right,K. Bartley,null
France,81,Florian,,Lejeune,1613,1991-05-20,190,Defender,France,3523,right,F. Lejeune,null
Wales,79,Karl,,Darlow,1613,1990-10-08,185,Goalkeeper,England,8826,right,K. Darlow,null
Colombia,75,Jos\u00e9 Heriberto,,Izquierdo Mena,1651,1992-07-07,171,Forward,Colombia,91381,right,J. Izquierdo,null
Jamaica,70,Alex,,Oxlade-Chamberlain,1612,1993-08-15,175,Midfielder,England,7868,right,A. Oxlade-Chamberlain,null
England,66,Wilfried,,Zaha,1628,1992-11-10,180,Midfielder,C\u00f4te d'Ivoire,8422,right,W. Zaha,null
Congo DR,74,Elias,,Kachunga,1673,1992-04-22,178,Forward,Germany,16122,right,E. Kachunga,null
Czech Republic,76,Ji\u0159\u00ed,,Skal\u00e1k,1638,1992-03-12,177,Midfielder,Czech Republic,104745,right,J. Skal\u00e1k,11555
Ghana,79,Collin,,Quaner,1673,1991-06-18,191,Forward,Germany,16436,right,C. Quaner,null
Norway,83,Fredrik,,Ulvestad,6713,1992-05-19,183,Midfielder,Norway,54762,right,F. Ulvestad,null
Ireland Republic,71,Robbie,,Brady,1646,1992-01-14,175,Midfielder,Ireland Republic,9623,left,R. Brady,8274
England,66,Tom,,Ince,1639,1992-01-30,178,Midfielder,England,9419,left,T. Ince,null
Denmark,87,Jakob,,Haugaard,1639,1992-05-01,199,Goalkeeper,Denmark,56429,left,J. Haugaard,null
Belgium,69,Anthony,,Knockaert,1651,1991-11-20,172,Midfielder,France,25950,left,A. Knockaert,null
England,73,Danny,,Ings,1619,1992-07-23,178,Forward,England,8955,right,D. Ings,null
England,82,Steve,,Cook,1659,1991-04-19,185,Defender,England,9277,right,S. Cook,null
Italy,59,Manuel,,Lanzini,1633,1993-02-15,167,Midfielder,Argentina,41174,right,M. Lanzini,null
Bosnia-Herzegovina,78,Muhamed,,Be\u0161i\u0107,1620,1992-09-10,177,Midfielder,Germany,14886,right,M. Be\u0161i\u0107,10001
Germany,91,Michael,,Hefele,1642,1990-09-01,192,Defender,Germany,15474,right,M. Hefele,null
Ireland Republic,75,Nathan,,Redmond,1619,1994-03-06,173,Midfielder,England,8116,right,N. Redmond,null
England,83,Saido,,Berahino,1639,1993-08-04,180,Forward,Burundi,9532,right,S. Berahino,19412
England,85,Connor,,Goldson,8509,1992-12-18,191,Defender,England,13451,right,C. Goldson,null
England,84,Jack,,Stephens,1619,1994-01-27,185,Defender,England,8136,right,J. Stephens,null
France,76,Serge,,Aurier,1624,1992-12-24,176,Defender,C\u00f4te d'Ivoire,25785,right,S. Aurier,null
Algeria,62,Riyad,,Mahrez,1625,1991-02-21,179,Midfielder,France,26150,left,R. Mahrez,16009
Congo DR,78,Benik,,Afobe,1639,1993-02-12,183,Forward,England,134351,right,B. Afobe,18538
Netherlands,70,Davy,,Klaassen,2443,1993-02-21,179,Midfielder,Netherlands,56,right,D. Klaassen,null
Cura\u00e7ao,78,J\u00fcrgen,,Locadia,1651,1993-11-07,185,Forward,Netherlands,120,right,J. Locadia,null
Greece,77,Konstantinos,,Stafylidis,2481,1993-12-02,178,Defender,Greece,92947,left,K. Stafylidis,null
Scotland,62,Ryan,,Fraser,1659,1994-02-24,163,Midfielder,Scotland,62224,right,R. Fraser,8664
Senegal,76,Massadio,,Ha\u00efdara,3773,1992-12-02,179,Defender,France,26109,left,M. Ha\u00efdara,null
Spain,73,Jes\u00e9,,Rodr\u00edguez Ruiz,3767,1993-02-26,178,Forward,Spain,3326,right,Jes\u00e9 Rodr\u00edguez,null
Congo DR,70,Terence,,Kongolo,1673,1994-02-14,188,Defender,Netherlands,132,left,T. Kongolo,null
Mali,75,Abdoulaye,,Doucour\u00e9,1644,1993-01-01,183,Midfielder,France,28292,right,A. Doucour\u00e9,null
Ireland Republic,69,Jon,,Flanagan,8509,1993-01-01,181,Defender,England,7956,right,J. Flanagan,null
Bermuda,75,Nahki,,Wells,1650,1990-06-01,174,Forward,Bermuda,9179,right,N. Wells,null
Poland,81,James ,,Tarkowski,1646,1992-11-19,191,Defender,England,9433,right,J. Tarkowski,null
England,66,Tom,,Carroll,10531,1992-05-28,178,Midfielder,England,8976,left,T. Carroll,null
C\u00f4te d'Ivoire,72,Tiemou\u00e9,,Bakayoko,3157,1994-08-17,184,Midfielder,France,28291,right,T. Bakayoko,null
Nigeria,79,Freddie,,Ladapo,1649,1993-02-01,187,Forward,England,13745,right,F. Ladapo,null
Ghana,72,Jeffrey ,,Schlupp,1628,1992-12-23,178,Defender,Germany,8501,left,J. Schlupp,null
Spain,86,Aymeric ,,Laporte,1625,1994-05-27,191,Defender,France,134502,left,A. Laporte,null
C\u00f4te d'Ivoire,75,Nathan,,Ak\u00e9,1659,1995-02-18,180,Defender,Netherlands,134102,left,N. Ak\u00e9,664
England,70,Brad,,Smith,8067,1994-04-09,177,Defender,Australia,11061,left,B. Smith,null
Scotland,68,Jay,,Fulton,10531,1994-04-04,178,Midfielder,England,62344,right,J. Fulton,null
Netherlands,92,Virgil,,van Dijk,1612,1991-07-08,193,Defender,Netherlands,370,right,V. van Dijk,664
Netherlands,81,Mike,,van der Hoorn,10531,1992-10-15,190,Defender,Netherlands,284,right,M. van der Hoorn,null
Ghana,68,Christian ,,Atsu Twasam,1613,1992-01-10,172,Midfielder,Ghana,70215,left,C. Atsu,17522
England,83,Jamal,,Lascelles,1613,1993-11-11,189,Defender,England,8833,right,J. Lascelles,null
Italy,87,Guido Marcelo,,Carrillo,712,1991-05-25,191,Forward,Argentina,86239,right,G. Carrillo,null
Spain,65,Alberto,,Moreno P\u00e9rez,1612,1992-07-05,171,Defender,Spain,4908,left,Alberto Moreno,null
Congo DR,82,Chancel,,Mbemba Mangulu,9606,1994-08-08,182,Defender,Congo DR,37726,right,C. Mbemba,18538
Zambia,66,Charly Junior,,Musonda,24,1996-10-15,173,Midfielder,Belgium,212651,right,C. Musonda,null
Argentina,78,Paulo Dino,,Gazzaniga,1624,1992-01-02,185,Goalkeeper,Argentina,8992,right,P. Gazzaniga,12274
Nigeria,81,Jordon ,,Ibe,1659,1995-12-08,176,Midfielder,England,9739,right,J. Ibe,null
England,66,James ,,Ward-Prowse,1619,1994-11-01,173,Midfielder,England,8144,right,J. Ward-Prowse,null
England,72,Charlie,,Taylor,1646,1993-09-18,185,Defender,England,9164,left,C. Taylor,null
Jamaica,73,Dwight,,Gayle,1627,1990-10-17,177,Forward,England,12536,right,D. Gayle,null
Congo DR,70,Arthur,,Masuaku,1633,1993-11-07,179,Defender,France,26499,left,A. Masuaku,18538
Germany,87,Loris,,Karius,4489,1993-06-22,190,Goalkeeper,Germany,15175,right,L. Karius,null
England,62,Alex ,,Pritchard,1673,1993-05-03,171,Midfielder,England,8290,right,A. Pritchard,null
England,82,Michael,,Keane,1623,1993-01-11,188,Defender,England,7919,right,M. Keane,2413
Wales,77,Paul,,Dummett,1613,1991-09-26,183,Defender,England,7978,left,P. Dummett,10682
England,75,Luke,,Shaw,1611,1995-07-12,185,Defender,England,8135,left,L. Shaw,2413
Bosnia-Herzegovina,85,Sead,,Kola\u0161inac,1609,1993-06-20,183,Defender,Germany,14869,left,S. Kola\u0161inac,null
Jamaica,79,Isaac,,Hayden,1613,1995-03-22,187,Midfielder,England,134294,right,I. Hayden,null
Guadeloupe,76,Anthony,,Martial,1611,1995-12-05,184,Forward,France,134513,right,A. Martial,null
England,74,Will,,Hughes,1644,1995-04-17,185,Midfielder,England,8981,left,W. Hughes,null
England,84,Tom,,Smith,1673,1992-04-14,186,Defender,England,11078,right,T. Smith,null
Norway,90,Alexander,,S\u00f8rloth,1628,1995-12-05,194,Forward,Norway,55224,right,A. S\u00f8rloth,7336
Spain,72,Javier,,Manquillo Gait\u00e1n,1613,1994-05-05,180,Defender,Spain,3436,right,Javi Manquillo,null
Senegal,82,El-Hadji Baye Oumar,,Niasse,1623,1990-04-18,182,Forward,Senegal,145692,right,O. Niasse,null
England,81,Matt,,Macey,1649,1994-09-09,198,Goalkeeper,England,171166,right,M. Macey,null
England,66,Calum,,Chambers,1616,1995-01-20,182,Defender,England,171283,right,C. Chambers,null
Spain,74,H\u00e9ctor,,Beller\u00edn Moruno,1609,1995-03-19,178,Defender,Spain,167145,right,Beller\u00edn,null
France,83,Steve,,Mouni\u00e9,1673,1994-09-29,190,Forward,Benin,214654,right,S. Mouni\u00e9,18884
Morocco,60,Sofiane,,Boufal,692,1993-09-17,170,Midfielder,France,215983,right,S. Boufal,null
Ghana,79,Daniel,,Amartey,1631,1994-12-21,186,Midfielder,Ghana,217078,right,D. Amartey,17522
Scotland,63,Andrew,,Robertson,1612,1994-03-11,178,Defender,Scotland,222220,left,A. Robertson,8664
England,72,Sam,,Byram,1642,1993-09-16,180,Defender,England,224206,right,S. Byram,null
Spain,66,Ayoze,,P\u00e9rez Guti\u00e9rrez,1613,1993-07-29,179,Forward,Spain,230883,right,Ayoze P\u00e9rez,null
C\u00f4te d'Ivoire,72,Jeremie,,Boga,3315,1997-01-03,174,Forward,France,227756,right,J. Boga,null
Slovenia,78,Jon,,Gorenc-Stankovi\u010d,1673,1996-01-14,190,Defender,Slovenia,234139,right,J. Gorenc-Stankovi\u010d,12052
Jamaica,75,Jerome,,Sinclair,1632,1996-09-20,181,Forward,England,234408,right,J. Sinclair,null
Portugal,81,Joel,,Pereira Castro,9624,1996-06-28,188,Goalkeeper,Switzerland,237020,right,Joel Castro,9910
Barbados,77,Tyrone,,Mings,1659,1993-03-19,196,Defender,England,239411,left,T. Mings,null
England,77,Freddie,,Woodman,1613,1997-03-04,187,Goalkeeper,England,240270,right,F. Woodman,2420
Suriname,79,Ja\u00efro,,Riedewald,1628,1996-09-09,182,Defender,Netherlands,240559,left,J. Riedewald,null
Senegal,80,Lys,,Mousset,1659,1996-02-08,184,Forward,France,245813,right,L. Mousset,null
